Ship,Date,country,shiptype,captain_name
jlykog,25-02-1503,United Kingdom (UK),Crude Oil Tanker,Merope
jeozdq,23-07-1739,Canada,Container Ship,Alsciaukat
eykjrr,12-09-1928,United Kingdom (UK),Bulk Carrier,Rasalhague
lprcxp,16-05-1966,United Kingdom (UK),Crude Oil Tanker,Piautos
vmhrmp,26-08-1793,Egypt,LNG Tanker,Rastaban
vfnbkd,05-08-1760,Canada,LNG Tanker,Mirzam
gibhmt,15-08-1508,Sweden,Crude Oil Tanker,Altais
grvrut,21-05-1812,Nauru,Bulk Carrier,Algorab
jndszx,24-06-1879,Iceland,Container Ship,Keid
fomdlc,04-05-1643,Sweden,Container Ship,Menkalinan
mvxsny,21-04-1792,Norway,Bulk Carrier,Alkaphrah
medgse,19-08-1576,Equatorial Guinea,Bulk Carrier,Kurhah
lypykm,23-01-1726,Indonesia,Container Ship,Almaaz
gdsiwe,31-01-1504,Italy,Bulk Carrier,Azha
fgzyak,16-05-1561,Germany,Container Ship,Pleione
tnnxuc,12-08-1502,Japan,Passenger (Cruise) Ship,Albali
wvcjcg,19-12-1717,Norway,Crude Oil Tanker,Ancha
fnabgb,05-05-1808,China,Bulk Carrier,Suhail
incexl,09-01-1707,Bulgaria,Bulk Carrier,Zubenelhakrabi
hgavqa,03-04-1602,Philippines,Container Ship,Mirzam
hfujpt,28-04-1815,United Kingdom (UK),LNG Tanker,Polaris Australis
egljpk,05-03-1539,Malaysia,Bulk Carrier,Arcturus
jxgrgx,08-01-1729,Australia,LNG Tanker,Pherkad
wflbyc,28-07-1660,United States (USA),Bulk Carrier,Alcor
ugzffe,24-05-1856,Greece,LNG Tanker,Algorab
nxwald,21-07-1827,New Zealand,Crude Oil Tanker,Heze
fcqtji,17-07-1957,Russia,Crude Oil Tanker,Alkaid
wrdspb,18-02-1657,Japan,Container Ship,Misam
ngoulz,04-08-1723,Canada,Crude Oil Tanker,Heze
imtwrq,06-01-1658,US Minor Outlying Isls,LNG Tanker,Kaus Borealis
tuqvvx,28-03-1907,Norway,Bulk Carrier,Alruba
nrefxj,25-07-1558,Sweden,LNG Tanker,Zubenelgenubi
igiwgm,08-08-1973,Cyprus,Bulk Carrier,Proxima Centauri
exxwdq,20-12-1524,United States (USA),Bulk Carrier,Acubens
zlsgqs,22-03-1854,New Zealand,Container Ship,Lilii Borea
sjlago,02-11-1795,US Minor Outlying Isls,LNG Tanker,Bharani
dpxagy,15-12-1587,Italy,Bulk Carrier,Baten Kaitos
ylqper,20-12-1824,Estonia,Container Ship,Dalim
obqmup,22-08-1563,New Zealand,Crude Oil Tanker,Nusakan
gfadzo,31-01-1504,Australia,Container Ship,Taiyi
hmhryw,08-07-1717,Spain,LNG Tanker,Errai
sjlago,24-09-1659,Japan,LNG Tanker,Propus
lgrfiw,02-02-1923,Canada,LNG Tanker,Revati
zqygsg,31-05-1620,Panama,Crude Oil Tanker,Rastaban
sjedap,27-05-1560,Canada,Bulk Carrier,Alkaid
dlxeyw,09-08-1807,Japan,LNG Tanker,Skat
scbwmy,18-10-1800,Russia,Container Ship,Maasym
jkdfjo,06-12-1648,Canada,Passenger (Cruise) Ship,Yed Prior
tomxwl,27-09-1697,Finland,Container Ship,Merga
ctovzj,04-07-1738,Philippines,Container Ship,Azelfafage
cgviwj,12-06-1751,United Kingdom (UK),Crude Oil Tanker,Ruchbah
djodlp,30-01-1801,United States (USA),Bulk Carrier,Unukalhai
oeyqks,23-10-1732,United Kingdom (UK),Bulk Carrier,Kaus Australis
tcfjcc,06-04-1662,United States (USA),Container Ship,Paikauhale
jpbbaf,19-05-2002,Croatia,Crude Oil Tanker,Alniyat
pylvpy,27-07-1841,Estonia,LNG Tanker,Lilii Borea
hpuaud,01-11-1943,Portugal,Container Ship,Sadalmelik
ontquk,02-11-1596,Iceland,Bulk Carrier,Aludra
kpczbv,23-03-2010,Japan,Container Ship,Menkent
mzacsq,21-10-1746,Angola,Bulk Carrier,Situla
wxmbnx,19-05-1505,Belgium,Bulk Carrier,Errai
lsienj,09-09-1828,Panama,Crude Oil Tanker,Bellatrix
mylidu,27-02-1633,United Kingdom (UK),LNG Tanker,Botein
jalbmt,10-09-1916,Canada,Container Ship,Sargas
yakyih,10-03-1748,United States (USA),Container Ship,Minchir
tjzgdg,20-01-2009,Japan,FSO,Sadachbia
mdkhug,05-12-1913,Finland,Bulk Carrier,Adhafera
tjpyun,01-04-1718,Sweden,LNG Tanker,Acubens
sfezam,05-08-1560,Norway,Bulk Carrier,Tarazed
ozgvxm,20-11-1594,United States (USA),Container Ship,Anser
uokkkv,08-10-1989,United Kingdom (UK),Container Ship,Gudja
ykcdbr,18-02-1531,Greece,Bulk Carrier,Atlas
jgcqmp,26-01-1995,Qatar,Crude Oil Tanker,Diadem
epurgp,07-04-1820,Norway,Crude Oil Tanker,Rasalhague
armolr,10-10-1779,United Kingdom (UK),Bulk Carrier,Pipirima
hjhruh,02-06-1551,Malaysia,Bulk Carrier,Baten Kaitos
cqnsll,08-02-1773,Spain,Bulk Carrier,Achernar
fxmylx,28-02-1699,Guadeloupe,Container Ship,Markeb
sabnld,22-04-1628,Argentina,LNG Tanker,Achird
hdpigy,04-07-1816,United Kingdom (UK),Bulk Carrier,Lich
lndmue,11-09-1801,Iran,Container Ship,Xuange
nlbmyw,28-04-1777,South Africa,Bulk Carrier,Hamal
iaawie,24-07-2010,Italy,Bulk Carrier,Zubeneschamali
enofuo,08-11-1717,United States (USA),Container Ship,Tegmine
ailiqb,31-10-1782,Argentina,Crude Oil Tanker,Alnair
wkyimk,04-01-1992,Norway,Bulk Carrier,Gudja
oceblt,18-03-1748,Belgium,Bulk Carrier,Deneb
vvhgpe,12-02-1520,Puerto Rico,Container Ship,Muscida
lhqznu,18-10-1503,Chile,Crude Oil Tanker,Kornephoros
fvpkxp,07-03-1713,Estonia,Bulk Carrier,Chertan
fvpkxp,19-06-1879,Guadeloupe,LNG Tanker,Gacrux
rerhua,20-02-1999,Argentina,Container Ship,Rasalgethi
ufhkwf,14-04-1568,Norway,Container Ship,Polaris
zpheoc,30-09-1706,United Kingdom (UK),Container Ship,Aladfar
yqcxxn,02-06-1546,Iran,Bulk Carrier,Alnair
zzxdyq,09-06-1943,New Zealand,Passenger (Cruise) Ship,Segin
snjyej,12-09-1520,Norway,Bulk Carrier,Thuban
rrmyfy,08-08-1611,Montenegro,Bulk Carrier,Markeb
zexywb,12-07-1613,Norway,Bulk Carrier,Alkarab
wvavtp,30-06-1676,India,Crude Oil Tanker,Rasalas
gfjpek,12-01-1990,Russia,Passenger (Cruise) Ship,Tiaki
tfklfd,20-03-1908,Canada,Bulk Carrier,Talitha
iatggs,29-06-1686,Mexico,Container Ship,Theemin
pwuwgb,22-06-1569,Bahamas,Container Ship,Kurhah
fodpiq,09-09-1828,Canada,LNG Tanker,Yed Posterior
iimjiw,18-01-1772,Chile,Container Ship,Alkaphrah
yzssgm,17-12-1691,Greece,LNG Tanker,Piautos
qdpjbb,01-07-1554,Greece,Crude Oil Tanker,Alrakis
ypezjj,21-01-1963,United States (USA),Bulk Carrier,Adhara
glylnf,08-02-1964,Canada,Container Ship,Rukbat
mjnahp,16-05-1657,Estonia,Bulk Carrier,Algorab
qfhaeq,24-02-1538,Chile,LNG Tanker,Aldhibah
vnpdld,21-04-1578,Canada,Crude Oil Tanker,Alkalurops
zimpds,01-06-1558,Norway,Bulk Carrier,Alsephina
yiprni,22-01-1779,Japan,Bulk Carrier,Felis
chhdxt,10-01-1915,Panama,Bulk Carrier,Nahn
wpovqx,13-03-1816,United States (USA),Bulk Carrier,Alkaid
uqdfbo,22-04-1918,Japan,Container Ship,Vega
tcfjcc,31-05-1564,Estonia,Bulk Carrier,Pipirima
ahyexg,20-09-1558,Nauru,Container Ship,Vindemiatrix
gflzqr,11-06-1996,Iceland,Bulk Carrier,Aludra
ldulil,08-01-1657,Germany,Container Ship,Biham
isljed,17-04-1506,Equatorial Guinea,Crude Oil Tanker,Seginus
xcujtb,31-07-1572,Fiji,Container Ship,Sualocin
klgcks,08-02-1964,United Kingdom (UK),Offshore Support Vessel,Sheliak
irqbsr,12-01-1926,Japan,Container Ship,Fomalhaut
gajntm,12-03-1511,Norway,LNG Tanker,Sham
dsmtut,28-08-1917,Canada,Crude Oil Tanker,Deneb Algedi
aykjek,19-10-1804,Norway,Bulk Carrier,Sheliak
effjaw,19-01-1977,Guadeloupe,Bulk Carrier,Nunki
jfxuud,19-11-2003,Jamaica,Bulk Carrier,Aldulfin
zcqtxc,23-11-1848,Portugal,Container Ship,Wasat
dknvkf,27-11-2006,Brazil,LNG Tanker,Sadachbia
mntxpl,21-08-1707,China,Container Ship,Ogma
qmkvwo,23-10-1664,Iran,LNG Tanker,Pipirima
gyxtmj,05-08-1766,Sweden,Bulk Carrier,Sadalmelik
heupgw,09-04-1653,Greece,Bulk Carrier,Adhafera
hzngwx,28-10-1629,Japan,Passenger (Cruise) Ship,Imai
eiqdpm,28-11-1708,Norway,Bulk Carrier,Segin
pnwpkv,02-06-1955,United Kingdom (UK),Bulk Carrier,Spica
nnsbto,22-02-2009,Turkey,Crude Oil Tanker,Adhil
arwcyb,14-08-1940,Chile,Crude Oil Tanker,Paikauhale
cyomre,09-09-1812,United Kingdom (UK),Container Ship,Dubhe
llghnu,31-01-1868,United Kingdom (UK),Container Ship,Elkurud
lbopzr,30-12-1977,Sweden,LNG Tanker,Albaldah
ptvrmo,04-08-1631,United Kingdom (UK),Crude Oil Tanker,Subra
qftawi,09-12-1999,Canada,Bulk Carrier,Giausar
efwdla,06-07-1690,Norway,Bulk Carrier,Algieba
otyqan,13-08-1919,Japan,Bulk Carrier,Wurren
stfepq,29-11-1691,Greece,Offshore Support Vessel,Aldhibah
yqucyz,03-09-1661,Bulgaria,Crude Oil Tanker,Musica
wgdpzj,27-10-1998,Sweden,Container Ship,Alfirk
akoosl,20-03-1803,China,LNG Tanker,Arkab Posterior
luxxuu,01-01-1645,Chile,LNG Tanker,Dschubba
vwxium,07-11-1888,Turkey,Bulk Carrier,Misam
erwgnn,19-03-1542,Japan,Passenger (Cruise) Ship,Maia
utffin,09-09-1710,United States (USA),Container Ship,Revati
aajmyi,21-08-1778,Japan,Bulk Carrier,Larawag
otgixh,21-03-1869,Canada,Crude Oil Tanker,Azelfafage
fgnqfm,08-06-1524,Panama,Bulk Carrier,Meissa
jxgbmr,28-02-1921,United Kingdom (UK),Container Ship,Propus
cxyacc,21-03-1658,Solomon Islands,Bulk Carrier,Musica
sciufn,22-05-1777,Canada,Bulk Carrier,Kang
yrxibx,10-03-1965,Cuba,Crude Oil Tanker,Aldebaran
szknkh,16-11-1957,Japan,Bulk Carrier,Toliman
qyerfo,26-12-1505,Chile,Crude Oil Tanker,Fomalhaut
mcowgn,20-06-1700,Italy,Bulk Carrier,Dalim
ufhwnu,29-10-1710,Malaysia,LNG Tanker,Ukdah
cfulhc,17-11-1643,Norway,Container Ship,Menkalinan
ljpwpg,03-04-1557,United States (USA),Crude Oil Tanker,Grumium
kscvpf,18-04-1644,United States (USA),Bulk Carrier,Tiaki
xsaptq,29-03-1723,Italy,Bulk Carrier,Talitha
yzkhms,25-04-1924,New Zealand,Bulk Carrier,Iklil
dadppi,30-06-1925,Russia,Container Ship,Fuyue
loytxv,06-08-1582,United States (USA),Passenger (Cruise) Ship,Errai
mjfmlw,07-07-1631,United States (USA),Crude Oil Tanker,Alula Borealis
xgyeay,17-07-1957,New Zealand,LNG Tanker,Celaeno
ssxotx,27-06-1643,United Kingdom (UK),Bulk Carrier,Arneb
romhwc,22-12-1500,Indonesia,Crude Oil Tanker,Titawin
grfoky,19-09-1897,Greece,Container Ship,Alkarab
gbizks,21-12-1853,Norway,LNG Tanker,Kaus Media
wsqrrq,06-08-1923,United States (USA),Bulk Carrier,Aldebaran
ulsavt,08-05-1895,Belgium,LNG Tanker,Mothallah
siqheq,20-08-2004,United Kingdom (UK),Container Ship,Zubenelhakrabi
eugxkw,28-11-1883,United States (USA),Bulk Carrier,Ankaa
xpkejs,24-02-1936,Canada,Crude Oil Tanker,Zubeneschamali
dgivtx,06-12-1965,Spain,Crude Oil Tanker,Mirach
gyjhhu,05-10-1855,United States (USA),Bulk Carrier,Sadachbia
isljed,12-12-1901,Germany,LNG Tanker,Kang
agtpzc,04-08-1650,Equatorial Guinea,Bulk Carrier,Alfirk
ymsura,05-08-1640,Tunisia,LNG Tanker,Ukdah
lrkape,05-05-1808,Norway,Bulk Carrier,Keid
laljrj,17-12-1634,France,LNG Tanker,Torcular
hpihuw,17-06-1592,United States (USA),Bulk Carrier,Libertas
jfaheo,17-05-1579,Norway,Passenger (Cruise) Ship,Situla
qeypoa,23-07-1623,Madagascar,Container Ship,Diadem
keyhgv,17-06-1655,Canada,Container Ship,Mebsuta
ewczgy,16-05-1934,Italy,Bulk Carrier,Wazn
kgngqr,02-09-1706,India,Bulk Carrier,Regulus
sxfogq,07-04-1906,Portugal,Bulk Carrier,Paikauhale
aaetzs,28-05-1804,Norway,Container Ship,Cursa
dpelza,14-02-1881,United Kingdom (UK),Container Ship,Schedar
eahmrg,17-12-1820,United States (USA),LNG Tanker,Wazn
nvimpv,05-07-1771,Argentina,Container Ship,Athebyne
pxioot,29-07-1856,Italy,LNG Tanker,Theemin
bpgsga,30-09-1955,Japan,Bulk Carrier,Rasalgethi
pnidro,13-11-1517,Australia,Bulk Carrier,Azha
tabkqo,22-03-1881,Norway,Container Ship,Muphrid
gooemz,06-06-1967,United Kingdom (UK),Crude Oil Tanker,Kaus Borealis
fylvvf,12-06-1924,Mauritius,Bulk Carrier,Shaula
cagosy,12-12-1954,Faeroe Islands,Passenger (Cruise) Ship,Betelgeuse
mmlvmr,04-08-1692,Isle of Man,Bulk Carrier,Algol
medgse,05-03-1829,United States (USA),LNG Tanker,Tureis
xxjehj,18-10-1800,Puerto Rico,Container Ship,Denebola
dkatus,17-05-1619,United States (USA),Bulk Carrier,Caph
krxccy,10-01-1781,Sweden,Bulk Carrier,Menkent
miwtgq,30-11-1956,Norway,LNG Tanker,Beemim
yatptn,13-06-1973,Argentina,Container Ship,Tegmine
uelgqf,08-06-1630,United States (USA),Bulk Carrier,Bellatrix
nltawx,20-12-1524,Italy,Container Ship,Suhail
wswdcq,07-03-1844,Japan,Passenger (Cruise) Ship,Sheratan
wlatft,30-08-1997,Norway,LNG Tanker,Torcular
dfxehc,05-05-1987,Portugal,Bulk Carrier,Mirach
kpvfxa,28-10-1557,United States (USA),Crude Oil Tanker,Alniyat
xservk,14-05-1941,Guadeloupe,Crude Oil Tanker,Sadalbari
kocwka,13-07-1644,Greece,Passenger (Cruise) Ship,Cebalrai
umvuae,30-08-1512,Puerto Rico,Container Ship,Albali
edtxkj,29-01-1910,United States (USA),Crude Oil Tanker,Albali
zbywhk,07-02-1808,United States (USA),Bulk Carrier,Azmidi
mvciab,18-05-1629,Canada,Bulk Carrier,Meridiana
pgdohr,07-03-1909,Cyprus,Bulk Carrier,Alhena
gcjnil,16-04-1835,United States (USA),LNG Tanker,Bunda
zmeomt,15-12-1692,Sweden,Bulk Carrier,Deneb Algedi
hwsvgx,22-05-1778,Equatorial Guinea,LNG Tanker,Subra
okdcge,12-09-1520,Sweden,Crude Oil Tanker,Bunda
qfatmr,11-12-1792,United States (USA),LNG Tanker,Alnair
erkkjf,20-03-1908,Croatia,Container Ship,Tureis
onmxek,15-05-1680,Canada,Crude Oil Tanker,Tianyi
nehwhy,07-06-1854,Spain,Bulk Carrier,Rigel
iggzkz,17-06-1716,Australia,Passenger (Cruise) Ship,Fawaris
vosizj,19-04-1754,United Kingdom (UK),Crude Oil Tanker,Rasalgethi
hqtitx,02-02-1986,Norway,Container Ship,Ruchbah
psnkki,07-05-1957,Turkey,Bulk Carrier,Alnair
gtoscg,24-08-1725,Portugal,Bulk Carrier,Maia
wpkkib,02-08-1835,Japan,Container Ship,Alrakis
nppnwc,27-07-1518,Argentina,Container Ship,Cebalrai
kiavrw,11-10-1864,Japan,Crude Oil Tanker,Situla
tchcpb,30-08-1806,Korea,Bulk Carrier,Sheliak
gfydlk,13-04-1505,Spain,Bulk Carrier,Deneb Algedi
yydajs,20-02-1784,Egypt,Crude Oil Tanker,Alya
efydwa,24-09-1700,Greece,Bulk Carrier,Ancha
efwdla,07-05-1590,Spain,Bulk Carrier,Pollux
gjnlxg,07-02-1965,United States (USA),Bulk Carrier,Merope
cniyau,07-08-1558,US Minor Outlying Isls,Container Ship,Vega
nfqikp,24-11-1568,Bahamas,Bulk Carrier,Adhil
ksefct,08-05-1587,Chile,Crude Oil Tanker,Keid
rnbdzb,20-12-1526,United States (USA),Offshore Support Vessel,Subra
kxtolk,18-08-1787,Canada,Crude Oil Tanker,Alkarab
stcgit,20-11-1805,Spain,Crude Oil Tanker,Alsephina
rwbqqz,23-11-1905,Canada,Container Ship,Diadem
srvqpj,03-07-1614,United Arab Emirates (UAE),Bulk Carrier,Alshain
gyjhhu,17-11-1849,Indonesia,Bulk Carrier,Tonatiuh
xservk,01-05-1725,Panama,Bulk Carrier,Alphard
gxottt,12-11-1553,Portugal,Crude Oil Tanker,Rigil Kentaurus
lmoctg,13-05-1999,Panama,Container Ship,Botein
nebqxs,17-09-1667,United Kingdom (UK),Crude Oil Tanker,Aldhanab
qokyhg,07-08-1741,Japan,Bulk Carrier,Regulus
vrzxmd,01-03-1659,Portugal,Bulk Carrier,Alnilam
tbklgy,06-01-1834,Latvia,Container Ship,Mesarthim
sujpti,12-12-1712,Norway,Container Ship,Kang
oenqfk,02-04-1569,South Africa,Bulk Carrier,Algol
ftrmcs,17-03-2005,United States (USA),Container Ship,Hamal
eqppzk,17-12-1826,China,Crude Oil Tanker,Muliphein
cfsarh,26-04-1834,Argentina,Crude Oil Tanker,Alsafi
azhxsv,05-10-1600,Canada,Container Ship,Tegmine
fpmqdi,30-05-1548,Russia,Container Ship,Wezen
amwfuu,14-10-1864,Sweden,Crude Oil Tanker,Keid
ejeqci,27-07-1716,Chile,Container Ship,Ran
pnqfdj,20-12-1510,United States (USA),Container Ship,Castula
ubcbfc,02-11-1600,Chile,Container Ship,Menkalinan
nzzgsy,05-01-1719,United States (USA),Bulk Carrier,Zosma
fmddmh,10-09-1916,Croatia,Crude Oil Tanker,Alkes
odkshv,26-08-1989,Italy,Container Ship,Naos
annjtl,27-11-1993,Chile,Container Ship,Caph
txghqf,14-02-1981,Canada,LNG Tanker,Aljanah
dsecmr,12-04-2005,Togolese Rep,Bulk Carrier,Alphard
uwuvsx,22-05-1886,Canada,Container Ship,Pherkad
yfoteq,25-12-1735,Turkey,Container Ship,Botein
esxofc,15-10-1877,United States (USA),Passenger (Cruise) Ship,Zibal
rcdnaf,18-11-1715,United States (USA),Bulk Carrier,Tegmine
kfuqyu,31-08-1732,Faeroe Islands,Passenger (Cruise) Ship,Alcyone
adqumb,14-02-1859,Fiji,Container Ship,Saclateni
vggxzw,17-03-1651,Panama,Crude Oil Tanker,Adhil
malxsx,19-02-1980,Canada,Crude Oil Tanker,Muscida
xremmw,21-06-1895,Japan,Container Ship,Aldulfin
ilzwle,08-09-1577,United Kingdom (UK),Bulk Carrier,Menkar
iuyxee,16-03-1954,Greece,Crude Oil Tanker,Titawin
eoyxsw,31-12-1824,Spain,Passenger (Cruise) Ship,Miaplacidus
nfijhd,28-01-1909,Brazil,Container Ship,Nusakan
wgsyvd,14-11-1966,Norway,LNG Tanker,Bunda
qiptot,19-05-1597,Solomon Islands,Bulk Carrier,Scheat
pxnuwz,10-09-1683,Italy,Crude Oil Tanker,Nihal
vfmeki,03-01-1516,United States (USA),Container Ship,Miaplacidus
qrarua,29-06-1651,United States (USA),LNG Tanker,Menkib
ffxbsg,18-10-1700,Canada,Bulk Carrier,Spica
fsnyig,26-02-1841,Philippines,Passenger (Cruise) Ship,Homam
ikmffr,27-07-1715,Netherlands,Container Ship,Bharani
yobnhf,24-08-1958,Greece,FSO,Alya
wfoyrd,08-06-1566,Nauru,Container Ship,Sulafat
flxxbi,06-08-2010,Norway,Crude Oil Tanker,Ashlesha
rjdgzp,27-04-1917,Japan,Bulk Carrier,Khambalia
mmvaih,18-08-1544,Japan,Crude Oil Tanker,Ancha
yvdcfw,02-08-1847,Equatorial Guinea,LNG Tanker,Sham
lxdjzd,24-05-1856,Croatia,Bulk Carrier,Eltanin
fxocjq,08-05-1554,India,Bulk Carrier,Atlas
ldfmaq,05-09-1642,Croatia,Bulk Carrier,Asellus Borealis
tgnrvy,20-03-1966,United States (USA),Container Ship,Muphrid
wxrpya,07-11-1892,United Kingdom (UK),Bulk Carrier,Alderamin
iuyxee,21-07-1923,Greece,Bulk Carrier,Markeb
wulmrm,03-10-1862,Russia,Container Ship,Torcular
fnzwec,01-01-1741,Japan,Bulk Carrier,Minchir
gyvzzu,25-06-1555,Puerto Rico,Bulk Carrier,Azha
uvbejb,11-01-1812,Norway,Container Ship,Alniyat
dkdlpt,22-09-1611,Japan,Bulk Carrier,Menkalinan
suaoil,22-03-1658,Norway,LNG Tanker,Brachium
yrjyja,04-02-1761,Norway,Container Ship,Alpheratz
kfnesc,05-05-1590,Norway,Bulk Carrier,Mahasim
yynptx,27-06-2008,Nicaragua,FSO,Phact
lgoxjr,25-05-1908,Norway,LNG Tanker,Arkab Posterior
iaultw,05-05-1600,Turkey,LNG Tanker,Okab
qqizic,19-05-1602,New Zealand,Container Ship,Fang
erkkjf,28-08-1623,Argentina,LNG Tanker,Chertan
nuxstk,21-09-1870,Japan,Container Ship,Fomalhaut
twqjel,05-01-1697,Canada,Bulk Carrier,Alderamin
vfmmcl,16-10-1840,Norway,Container Ship,Intercrus
uevzsl,19-11-1685,Japan,Crude Oil Tanker,Albali
hanbpz,24-08-1852,Faeroe Islands,Bulk Carrier,Achird
uaotsr,25-06-1562,Dominican Rep,Bulk Carrier,Praecipua
scpvba,03-07-1680,Poland,Passenger (Cruise) Ship,Ancha
wyosta,02-04-1569,Indonesia,Bulk Carrier,Dabih
rgvjae,30-01-1533,Greece,Crude Oil Tanker,Sadr
sjgwik,14-04-2002,Faeroe Islands,LNG Tanker,Biham
gflzqr,26-10-1620,New Caledonia,LNG Tanker,Albaldah
lgfhtt,30-11-1533,Australia,Passenger (Cruise) Ship,Beid
opiimo,11-08-1873,Germany,Container Ship,Pleione
ntggmc,23-03-2010,Nicaragua,Bulk Carrier,Alkaphrah
vycqiv,21-01-1627,Japan,LNG Tanker,Hatysa
oemfih,15-06-1812,Iceland,Container Ship,Revati
mmqkzk,17-10-1869,Guadeloupe,Bulk Carrier,Nekkar
dxlexr,09-09-1544,Canada,Container Ship,Sceptrum
dcqdin,31-01-1504,Japan,Bulk Carrier,Mirfak
fvkezd,22-04-1922,Korea,Crude Oil Tanker,Bellatrix
xeyskz,18-04-1506,Japan,Crude Oil Tanker,Altair
eatlrc,27-07-1703,United Arab Emirates (UAE),Crude Oil Tanker,Azelfafage
wffigb,30-06-1524,United Kingdom (UK),Passenger (Cruise) Ship,Acrab
wrrmhl,03-10-1901,Australia,Crude Oil Tanker,Ascella
ysysou,15-04-1806,Philippines,Container Ship,Hadar
hzopar,29-05-1508,Spain,Bulk Carrier,Alnilam
atappy,11-04-1518,Malaysia,LNG Tanker,Rasalgethi
mibjqi,07-06-1793,China,Container Ship,Keid
wnvnhx,08-10-1565,Finland,Container Ship,Kochab
gaizuo,28-11-1995,Denmark,Container Ship,Segin
qfzjnv,20-12-1753,Greece,FSO,Gienah
qszopl,24-12-1924,Bahamas,LNG Tanker,Mira
iupzif,01-10-1518,Norway,Crude Oil Tanker,Rukbat
trcplb,14-04-1794,Spain,LNG Tanker,Alcyone
pltuvt,27-12-1615,United Kingdom (UK),Bulk Carrier,Angetenar
rpkqyn,06-06-1530,Sweden,Bulk Carrier,Alfirk
mhsrwb,12-08-1629,United States (USA),LNG Tanker,Alsciaukat
szdmuo,02-11-1529,Italy,Bulk Carrier,Zubenelgenubi
kunfen,23-01-1732,United Kingdom (UK),LNG Tanker,Ancha
zuartc,16-06-1672,Finland,Bulk Carrier,Skat
eviiyl,10-01-1954,Norway,Bulk Carrier,Altais
xtzlin,09-03-1740,Chile,Crude Oil Tanker,Tonatiuh
auaxjt,01-04-1952,Japan,Crude Oil Tanker,Porrima
ujgbct,11-10-1881,Japan,Crude Oil Tanker,Skat
pciiru,19-10-1589,Japan,Container Ship,Situla
iuczqj,04-02-1558,Russia,LNG Tanker,Megrez
omxhde,04-04-1828,Norway,Container Ship,Paikauhale
ukuflo,28-07-1660,Canada,Bulk Carrier,Marsic
bfwbso,25-07-1581,United States (USA),Bulk Carrier,Alruba
rgnrea,23-02-1515,United Kingdom (UK),Container Ship,Altair
bcrhjp,30-07-1632,United Kingdom (UK),Container Ship,Alkarab
ashquc,12-06-1623,New Zealand,Crude Oil Tanker,Intercrus
mcchtq,21-02-1621,Japan,LNG Tanker,Betelgeuse
kyzrsy,25-08-1678,United Kingdom (UK),Bulk Carrier,Sceptrum
btecas,17-03-1857,Puerto Rico,LNG Tanker,Bellatrix
romhwc,30-10-1942,Norway,Container Ship,Rasalas
mfzvtg,29-06-1869,Papua New Guinea,Bulk Carrier,Sham
evexou,27-05-1705,Poland,Container Ship,Proxima Centauri
ifiyjd,12-12-1544,India,LNG Tanker,Helvetios
jqjodu,08-06-1849,Equatorial Guinea,Bulk Carrier,Chalawan
nrukno,10-10-1645,Norway,Container Ship,Merga
obqmup,26-09-1626,Russia,Bulk Carrier,Deneb Algedi
qfeppy,20-04-1685,Chile,Bulk Carrier,Alrakis
kteicb,29-10-1659,Croatia,Bulk Carrier,Kaus Media
jyzpti,14-01-1850,Panama,Container Ship,Ruchbah
kizmkh,29-06-1910,Australia,Bulk Carrier,Albireo
ockaqn,12-06-1686,Norway,LNG Tanker,Sadr
npfsqd,29-11-1613,United States (USA),Container Ship,Zubenelhakrabi
grptse,15-09-1731,Portugal,Container Ship,Zavijava
ontquk,01-11-1785,South Africa,Passenger (Cruise) Ship,Deneb Algedi
noqaze,22-01-1685,India,Container Ship,Edasich
fmddmh,04-08-1631,United States (USA),Bulk Carrier,Zubenelgenubi
sysmbp,21-07-1551,United States (USA),Container Ship,Fomalhaut
nkhqiy,07-08-1522,United States (USA),LNG Tanker,Secunda Hyadum
gwfjmu,05-06-1821,Papua New Guinea,Container Ship,Achernar
nnemdg,05-07-1608,Italy,LNG Tanker,Sirius
mwqtqj,03-12-1982,Iceland,Bulk Carrier,Pollux
ulqnid,14-03-1614,Greece,LNG Tanker,Muphrid
lsqubt,28-09-1588,Germany,Container Ship,Tianyi
rqkgey,22-08-1583,Australia,Container Ship,Scheat
fqwoyc,02-07-1971,Canada,Crude Oil Tanker,Hatysa
sfnwbz,19-04-1958,United Kingdom (UK),LNG Tanker,Alshain
fzzvsy,13-02-1838,Russia,LNG Tanker,Ain
hanbpz,27-09-2006,Japan,Bulk Carrier,Fomalhaut
minnht,20-07-1888,New Zealand,Container Ship,Elgafar
lxdcao,08-03-1688,Canada,Bulk Carrier,Nembus
prsasi,23-07-1521,Chile,Container Ship,Sheliak
oxkpkn,02-09-2009,Norway,Crude Oil Tanker,Cervantes
iysygi,17-05-1581,Nauru,Container Ship,Antares
sdgznv,24-08-1852,Faeroe Islands,Passenger (Cruise) Ship,Sualocin
tlxjtm,15-11-1520,Japan,Container Ship,Alkaphrah
mxlgqj,13-04-1612,Canada,Bulk Carrier,Fawaris
ltsohe,28-10-1944,Spain,Container Ship,Albireo
dlslgg,01-01-2003,Japan,Bulk Carrier,Pipirima
yaeqbx,25-06-1926,Norway,Bulk Carrier,Taygeta
cxepnq,24-03-1528,Iran,Bulk Carrier,Zavijava
scymno,27-10-1872,Norway,Bulk Carrier,Alpherg
mffcwe,02-07-1799,Estonia,Crude Oil Tanker,Maasym
