Ship,Date,country,shiptype,captain_name
btlxtb,25-12-1638,Norway,Passenger (Cruise) Ship,Guniibuu
yydxom,12-07-1710,St Vincent & Grenadines,Passenger (Cruise) Ship,Unurgunite
sjedap,20-10-1760,Latvia,Container Ship,Scheat
jnsayp,06-04-1991,United Kingdom (UK),Bulk Carrier,Phecda
igneav,07-03-1713,Sweden,Bulk Carrier,Ain
omastm,12-12-1619,Norway,Bulk Carrier,Sargas
wprdmb,23-03-1557,Greece,Crude Oil Tanker,Helvetios
phljzg,24-09-1700,Italy,Crude Oil Tanker,Algorab
hpimon,18-09-1826,Turkey,Bulk Carrier,Rotanev
tnvynv,30-06-1503,Turkey,Bulk Carrier,Yildun
yskoet,24-12-1523,Sweden,Bulk Carrier,Okab
cppasv,01-05-1753,United States (USA),Container Ship,Regulus
eoiajg,01-11-1630,United Kingdom (UK),LNG Tanker,Chalawan
oxtjdl,21-02-1649,US Minor Outlying Isls,LNG Tanker,Hassaleh
gbxejs,04-02-1505,United States (USA),Container Ship,Fuyue
mcbnbc,09-07-1900,Portugal,Crude Oil Tanker,Unurgunite
qtledp,01-02-1524,Malaysia,Crude Oil Tanker,Aldebaran
ttcuih,07-02-1629,Iran,Bulk Carrier,Aludra
uoqnag,09-09-1903,United States (USA),Bulk Carrier,Chamukuy
obpahz,29-08-1638,India,Crude Oil Tanker,Veritate
kscvpf,13-03-1795,United Arab Emirates (UAE),Crude Oil Tanker,Menkib
nliynf,03-05-1968,Jamaica,Container Ship,Nahn
xavkjq,17-06-1854,Spain,Crude Oil Tanker,Zavijava
pnidro,14-05-1606,Jamaica,Crude Oil Tanker,Diphda
xlvpuk,05-10-1932,Spain,LNG Tanker,Tureis
iixisf,28-06-1958,United Kingdom (UK),Crude Oil Tanker,Beid
ufvdks,22-03-1694,United States (USA),LNG Tanker,Mahasim
wxmbnx,04-04-2000,Greece,Container Ship,Keid
uiakrg,03-03-1505,Nauru,Bulk Carrier,Kang
yjfpfn,14-11-1877,Chile,Container Ship,Ancha
srtqcg,05-01-1804,Faeroe Islands,LNG Tanker,Mekbuda
ijpkwl,28-09-1557,Montenegro,Container Ship,Fomalhaut
xngeqm,09-12-1999,Japan,Crude Oil Tanker,Sargas
mmtvqn,14-03-1542,United States (USA),Container Ship,Algieba
bzgnsq,06-10-1796,Norway,Crude Oil Tanker,Elgafar
aijbek,04-10-1507,Japan,Container Ship,Toliman
loijlt,26-07-1816,Canada,Crude Oil Tanker,Mahasim
xptmsa,06-09-1669,Turkey,Bulk Carrier,Zubenelgenubi
yydgab,09-12-1784,United Kingdom (UK),Crude Oil Tanker,Thuban
yxspjg,17-08-1574,Greece,Bulk Carrier,Rotanev
wtzvgy,26-08-1987,Norway,Container Ship,Meissa
fbjbop,01-05-1928,Estonia,Bulk Carrier,Hassaleh
mrxzjc,29-12-1788,Iceland,Container Ship,Alphard
rspwlx,22-10-1900,Indonesia,Container Ship,Electra
hdpigy,03-02-1885,Turkey,Container Ship,Castula
flsjck,03-02-1885,Germany,Bulk Carrier,Algedi
uiakrg,21-04-1933,Guadeloupe,Bulk Carrier,Rasalgethi
ovbylv,22-06-1613,Canada,Bulk Carrier,Alniyat
dyddyh,22-01-1522,Japan,Bulk Carrier,Alkalurops
ctrbys,04-09-1970,Portugal,LNG Tanker,Sheratan
hvfgra,10-06-1712,Indonesia,Container Ship,Helvetios
wtlvhp,07-01-1881,France,Crude Oil Tanker,Tarazed
isosud,11-07-1645,Spain,LNG Tanker,Nashira
rgwpmc,13-05-1523,Egypt,Container Ship,Pherkad
gtvirw,25-10-1544,Finland,LNG Tanker,Yed Prior
kelzzm,26-11-1989,Indonesia,Bulk Carrier,Ain
jqpecc,10-10-1827,Denmark,Passenger (Cruise) Ship,Seginus
yrqixh,18-11-1858,Argentina,Bulk Carrier,Pleione
rmpfym,02-02-1730,Spain,Bulk Carrier,Celaeno
ksyabj,04-08-1853,United Kingdom (UK),Passenger (Cruise) Ship,Alkarab
llmmow,27-04-1777,Libya,Passenger (Cruise) Ship,Mirach
mzuhbe,01-09-1905,Vietnam,Container Ship,Castor
qrynyq,28-02-1587,Jamaica,Crude Oil Tanker,Okab
lsienj,05-11-1828,Canada,Passenger (Cruise) Ship,Xamidimura
mgznjj,11-03-1877,Netherlands,Container Ship,Nihal
nmaegw,07-05-1565,Turkey,Crude Oil Tanker,Jishui
dbsvzx,12-01-1694,United States (USA),Bulk Carrier,Hassaleh
vryppq,19-02-1811,Norway,Crude Oil Tanker,Sheratan
quaexw,11-08-1903,Croatia,Bulk Carrier,Kaus Borealis
bhiwlh,06-12-1726,United Kingdom (UK),Crude Oil Tanker,Mirzam
vrldle,13-10-1981,Iceland,LNG Tanker,Toliman
kuzdrh,18-01-1823,Argentina,Bulk Carrier,Torcular
fxmylx,08-01-1642,United Kingdom (UK),Container Ship,Tarazed
ahiuwu,27-02-1718,Netherlands,Container Ship,Furud
jrivyo,26-01-1668,Canada,Passenger (Cruise) Ship,Minelauva
aedadk,03-11-1867,United Kingdom (UK),Bulk Carrier,Aludra
zliegz,15-02-1920,Brazil,LNG Tanker,Alphard
jjxwro,12-08-1681,Turkey,Container Ship,Shaula
gsgrjb,28-09-1744,Spain,Container Ship,Torcular
rxlwhf,17-03-2005,United Kingdom (UK),Container Ship,La Superba
hrsicp,26-05-1869,Norway,Bulk Carrier,Tianyi
gajntm,08-01-1718,Australia,Bulk Carrier,Fuyue
iiqcfv,27-06-1525,Bulgaria,FSO,Zubenelgenubi
omksqd,27-07-1548,Greece,Container Ship,Hassaleh
lszocr,23-01-1544,Croatia,Bulk Carrier,Aladfar
uchlag,08-01-1547,Poland,LNG Tanker,Helvetios
btibem,14-08-1963,United Kingdom (UK),Container Ship,Sadr
pakiwv,15-05-1758,Philippines,Crude Oil Tanker,Meissa
pegpac,17-07-1802,United States (USA),LNG Tanker,Zaurak
ukbsrq,13-04-2010,Sweden,Crude Oil Tanker,Algenib
biolhr,28-01-1955,Mexico,Bulk Carrier,Mesarthim
lugbul,04-08-1759,United States (USA),Bulk Carrier,Tania Borealis
rfcdhd,09-09-1598,United Kingdom (UK),LNG Tanker,Wezen
lbqgkz,03-04-1754,France,Crude Oil Tanker,La Superba
hanbpz,02-09-1789,United States (USA),Bulk Carrier,Atik
gvxbbc,17-06-1580,Canada,Container Ship,Yed Posterior
ovbylv,23-08-1879,Sao Tome & Principe,Passenger (Cruise) Ship,Azha
rtoyzs,16-03-1695,Turkey,FSO,Mirzam
acnkzj,06-12-1988,Japan,Crude Oil Tanker,Kornephoros
ehlytc,14-03-1707,Malaysia,Container Ship,Fomalhaut
mhvnly,05-07-1771,Japan,Crude Oil Tanker,Wasat
sklqjl,08-11-1671,Jamaica,Container Ship,Alterf
nssvjp,25-12-1735,Netherlands,Bulk Carrier,Sadalsuud
umrpkk,22-07-1553,Argentina,Container Ship,Achernar
ksznwv,29-07-2001,Finland,LNG Tanker,Meridiana
ndcybp,30-12-1949,Sweden,LNG Tanker,Musica
imufdn,02-04-1877,Sweden,Bulk Carrier,La Superba
kklhyx,24-02-1754,Norway,Crude Oil Tanker,Heze
rxuuoa,25-03-1900,Portugal,Bulk Carrier,Rigel
eujqvw,08-06-1613,Russia,FSO,Atlas
vxxild,19-02-1645,Canada,Container Ship,Alula Australis
occmrt,31-03-1883,Philippines,Bulk Carrier,Alzirr
bdaepo,22-03-1612,Norway,LNG Tanker,Minchir
hbtacj,18-07-1764,United Kingdom (UK),Crude Oil Tanker,Ukdah
biagcy,08-12-1872,Estonia,Passenger (Cruise) Ship,Tiaki
bcwmmb,26-01-1670,Croatia,LNG Tanker,Rigil Kentaurus
qufdis,16-04-1924,Italy,LNG Tanker,Sirius
afqefi,22-06-1569,Norway,Crude Oil Tanker,Diadem
wiqovk,06-02-1584,India,Container Ship,Cebalrai
auiszj,18-02-1657,Netherlands,Container Ship,Acrux
gfufaf,06-05-1721,Sweden,Passenger (Cruise) Ship,Spica
zzxdyq,30-08-1855,Estonia,LNG Tanker,Keid
qxezlm,09-08-1693,Malaysia,LNG Tanker,Musica
wlbpaw,23-03-1852,Malaysia,Bulk Carrier,Diadem
mntxpl,28-05-1880,Iran,LNG Tanker,Prima Hyadum
zsoayn,05-01-1804,Australia,Container Ship,Sadalmelik
vnpdld,19-05-1688,Croatia,Container Ship,Alsafi
vfnbkd,16-12-1966,Papua New Guinea,Bulk Carrier,Polis
wowkfk,31-03-1615,Greece,Container Ship,Peacock
mkcfdr,26-05-1587,Chile,Bulk Carrier,Propus
avlskb,28-12-1603,Dominican Rep,Crude Oil Tanker,Taygeta
bjzdfg,22-06-1760,Argentina,Bulk Carrier,Arcturus
wtbpea,17-08-1764,Japan,Bulk Carrier,Lesath
kuhlek,19-08-1628,Canada,Bulk Carrier,Mimosa
wkyimk,01-04-1908,Turkey,Bulk Carrier,Edasich
cvcvhs,11-07-1630,Sweden,Bulk Carrier,Minelauva
dzujyq,29-01-1509,Chile,Bulk Carrier,Rasalhague
douyxp,12-11-1613,Egypt,LNG Tanker,Saiph
nmpjfe,31-08-1740,New Zealand,Container Ship,Talitha
vwnqze,08-08-1566,Finland,Bulk Carrier,Musica
royrvy,19-10-1925,United Kingdom (UK),Bulk Carrier,Iklil
zvgrtr,11-03-1962,Canada,Bulk Carrier,Theemin
qiunwk,03-05-1524,United States (USA),Container Ship,Zubenelgenubi
jaygwq,10-10-1642,United Kingdom (UK),Container Ship,Merga
vyhxep,12-07-1955,India,Bulk Carrier,Sarin
qktfew,27-07-1856,Philippines,Passenger (Cruise) Ship,Kornephoros
nnvqmo,28-07-1522,Papua New Guinea,Bulk Carrier,Kitalpha
rufsvv,11-06-1631,Japan,Bulk Carrier,Torcular
jvctmz,05-04-1654,Indonesia,Container Ship,Lesath
mwqtqj,17-05-1549,Cuba,Bulk Carrier,Adhara
mfzvtg,01-10-1880,Norway,Bulk Carrier,Alpherg
hwekcb,18-07-1807,United States (USA),Container Ship,Barnard’s Star
mvokxo,22-09-1687,United States (USA),Bulk Carrier,Muscida
dbhyzg,02-05-1554,United Kingdom (UK),Bulk Carrier,Zibal
prjpju,01-06-1876,Egypt,Crude Oil Tanker,Chalawan
vvmned,17-09-1667,United Kingdom (UK),LNG Tanker,Fawaris
sgrdnf,15-05-1852,Greece,Container Ship,Nashira
kfsdhk,03-02-1843,Japan,LNG Tanker,Bharani
cfcwqe,05-10-1745,Cyprus,Bulk Carrier,Rasalgethi
htgpmp,08-03-1679,India,Bulk Carrier,Zavijava
xtxnkk,04-12-1874,Argentina,Crude Oil Tanker,Alya
zzolwk,22-11-1883,United States (USA),Container Ship,Vega
zwowqq,14-03-1533,Russia,Crude Oil Tanker,Achird
sswmdu,25-11-1620,United States (USA),Bulk Carrier,Cursa
pxknzy,07-09-1629,Norway,Bulk Carrier,Sargas
hjdcit,26-05-1571,Norway,Bulk Carrier,Dziban
gzryvh,16-01-1806,Canada,Passenger (Cruise) Ship,Sargas
mitcsa,08-01-1805,Chile,Crude Oil Tanker,Miaplacidus
zuhkav,06-09-1616,Norway,Container Ship,Tarazed
adqumb,30-08-1608,United States (USA),Container Ship,Markeb
raowox,29-06-1921,United States (USA),Container Ship,Tureis
jyuehu,16-07-1571,Iran,Bulk Carrier,Edasich
opitat,19-08-1525,Greece,Passenger (Cruise) Ship,Alkarab
ixtjds,16-11-1687,Japan,LNG Tanker,Aldhanab
scfwjv,11-04-1518,Turkey,Crude Oil Tanker,Cervantes
elafwu,23-01-1732,Fiji,Passenger (Cruise) Ship,Dalim
otxbfb,01-05-1896,Japan,Container Ship,Kaus Media
yuprxi,14-04-1971,Korea,Container Ship,Adhil
gyznhc,16-08-1706,China,Container Ship,Chamukuy
cwsatl,18-01-1534,Montenegro,Container Ship,Sadalbari
xnymvi,06-09-1674,United States (USA),Container Ship,Mira
pjssii,12-12-1766,Japan,Container Ship,Proxima Centauri
panmfx,21-01-1779,Croatia,LNG Tanker,Altais
izderv,21-11-1790,Japan,Bulk Carrier,Ascella
ylxsfz,20-03-1827,United States (USA),LNG Tanker,Adhara
ltsmsf,14-02-1880,United States (USA),LNG Tanker,Alya
ubcbfc,24-01-1505,Turkmenistan,Crude Oil Tanker,Ruchbah
gxxgoh,27-12-1535,Indonesia,Bulk Carrier,Rasalhague
wfvucu,09-12-1830,United States (USA),Crude Oil Tanker,Heze
jnqnbe,14-10-1864,Brazil,Bulk Carrier,Sadachbia
csnmkk,14-05-1537,India,LNG Tanker,Kraz
ctjctm,05-08-1678,Canada,Bulk Carrier,Zubeneschamali
wxobqp,07-05-1565,Croatia,LNG Tanker,Edasich
tzpvye,12-02-1647,Canada,LNG Tanker,Dziban
fhqhkp,14-10-1670,Spain,Crude Oil Tanker,Lilii Borea
wtfnvr,09-12-1744,Japan,Bulk Carrier,Kitalpha
cxyacc,01-05-1741,Brazil,Bulk Carrier,Aldulfin
ofbnab,01-02-1620,Norway,Crude Oil Tanker,Zibal
ycdcqm,14-02-1723,Iceland,Crude Oil Tanker,Alrescha
zvjiea,27-07-1940,New Zealand,Crude Oil Tanker,Gienah
iflncb,03-04-1553,Chile,Crude Oil Tanker,Wurren
wfvucu,17-07-1983,Finland,Bulk Carrier,Mirfak
kcjzmz,07-09-1628,Papua New Guinea,LNG Tanker,Mebsuta
ebhjym,12-06-1633,Norway,Bulk Carrier,Praecipua
aarwwr,01-03-1659,Japan,Bulk Carrier,Arneb
scxgdm,04-07-1738,Faeroe Islands,Bulk Carrier,Maasym
kzensd,28-10-1929,India,Bulk Carrier,Zubenelgenubi
agslpq,05-09-1826,United Kingdom (UK),Passenger (Cruise) Ship,Diadem
zuwwxr,11-04-1525,Japan,Bulk Carrier,Alrescha
isqcdk,22-05-1581,Papua New Guinea,Crude Oil Tanker,Nekkar
hzzoyy,17-10-1664,Belgium,Bulk Carrier,Paikauhale
eefnnr,29-11-1815,Croatia,Passenger (Cruise) Ship,Alrescha
caeurr,16-03-1958,Japan,Bulk Carrier,Larawag
nfpsid,29-02-1620,Norway,LNG Tanker,Torcular
fxkgts,16-07-1734,Argentina,Container Ship,Mothallah
khliwk,07-11-1544,United States (USA),Container Ship,Sarin
dbmrxl,10-03-1517,India,Bulk Carrier,Mirzam
ydspeb,18-12-1882,Faeroe Islands,Crude Oil Tanker,Yildun
vibjne,21-01-1540,United States (USA),Container Ship,Dschubba
iuczqj,11-03-1562,Nauru,Container Ship,Miram
wgscjn,06-04-1894,Faeroe Islands,Crude Oil Tanker,Acamar
ctovzj,13-08-1608,Iran,Container Ship,Alkaphrah
rtdaum,10-03-1589,Belgium,LNG Tanker,Dziban
dtyvxt,13-07-1789,United Kingdom (UK),Container Ship,Salm
lbselv,04-07-1816,China,Container Ship,Ginan
wvdqjm,23-11-1905,United Kingdom (UK),FSO,Alkaid
qukkkx,20-06-1552,United Kingdom (UK),Passenger (Cruise) Ship,Acrux
svqwii,24-03-1879,Norway,LNG Tanker,Rastaban
fwailg,23-07-1521,United Kingdom (UK),Bulk Carrier,Tiaki
bgorkz,04-08-1966,Japan,Container Ship,Theemin
uwhwjo,28-03-1997,United States (USA),Bulk Carrier,Skat
rrdjme,08-08-1534,Japan,Passenger (Cruise) Ship,Ogma
eoxhtf,01-09-1700,United Kingdom (UK),Bulk Carrier,Hassaleh
sitcnz,14-03-1915,United Kingdom (UK),Bulk Carrier,Procyon
vunrnp,27-12-1939,Japan,Crude Oil Tanker,Alioth
spxuqy,01-05-1763,China,Crude Oil Tanker,Betelgeuse
nenjzu,18-02-1791,Isle of Man,Bulk Carrier,Minchir
zgptxa,03-11-1939,United Kingdom (UK),Bulk Carrier,Alhena
zvnnra,23-03-1654,Argentina,Bulk Carrier,Rigel
ewfxgq,06-11-1924,Croatia,Container Ship,Alpherg
fwailg,09-04-1544,United States (USA),Bulk Carrier,Hamal
hupelu,14-09-1565,Greece,Container Ship,Adhara
ivskib,12-01-1756,Chile,Container Ship,Aladfar
akpxpd,14-11-1779,Norway,Container Ship,Nekkar
oxhdlu,24-11-1721,Germany,Container Ship,Botein
ssmprg,25-09-1622,Canada,LNG Tanker,Alioth
kosbws,24-09-1753,Croatia,Crude Oil Tanker,Alphard
qiofqn,21-12-1725,United Kingdom (UK),Container Ship,Zhang
rpkqyn,20-03-1605,Chile,LNG Tanker,Sadalbari
igiwgm,04-09-1924,Norway,Bulk Carrier,Rasalhague
ikbgll,04-05-1736,Montenegro,Bulk Carrier,Algedi
tamfqr,11-01-1822,Bulgaria,LNG Tanker,Hatysa
nbpqnu,27-12-1748,United Kingdom (UK),Passenger (Cruise) Ship,Alruba
dujcva,09-11-1929,St Vincent & Grenadines,Crude Oil Tanker,Alrescha
tktjzr,30-11-2008,Canada,Crude Oil Tanker,Sadalbari
ozvltc,06-09-1943,Norway,Bulk Carrier,Menkalinan
alsjfv,10-02-1608,United States (USA),LNG Tanker,Ruchbah
llghnu,06-08-2010,Sweden,Bulk Carrier,Polaris
uhgdwc,13-01-1782,Germany,LNG Tanker,Cervantes
rhpawq,22-12-1564,Canada,Container Ship,Rigel
ueptdr,22-08-1899,Brazil,LNG Tanker,Miram
kaquud,13-05-1828,China,Bulk Carrier,Minelauva
nmujds,19-11-1980,Argentina,Container Ship,Paikauhale
vxhths,07-04-1906,Canada,Bulk Carrier,Alzirr
zusomn,05-09-1860,United Kingdom (UK),LNG Tanker,Maasym
emhvsr,30-06-1676,United States (USA),Crude Oil Tanker,Alpheratz
nbqmeg,22-11-1573,United States (USA),Crude Oil Tanker,Angetenar
ycqeru,13-11-1657,France,Crude Oil Tanker,Alnair
ddbtbu,13-08-1968,Japan,Container Ship,Phact
crxpeh,30-10-1615,Croatia,Bulk Carrier,Alchiba
hrqwhj,15-02-1646,Norway,Bulk Carrier,Revati
uuoubj,02-06-1546,Chile,Container Ship,Miram
wkzgol,11-03-1714,Germany,Bulk Carrier,Meridiana
fcpwsq,18-10-1508,Vietnam,Container Ship,Hadar
gelcdm,26-03-1530,Norway,Passenger (Cruise) Ship,Situla
wdlcfu,14-02-1880,Germany,Crude Oil Tanker,Bunda
hzynfo,07-06-2004,Japan,Crude Oil Tanker,Arkab Prior
byzffq,03-03-1931,Greece,Bulk Carrier,Dubhe
sekqsn,27-03-1710,Panama,Bulk Carrier,Alkalurops
suvnxj,04-11-1535,United Kingdom (UK),Crude Oil Tanker,Rasalas
vdcauv,19-03-1689,Egypt,Crude Oil Tanker,Zibal
vdzcxp,08-02-1697,United States (USA),Bulk Carrier,Kraz
nhpubv,10-04-1752,United Kingdom (UK),Bulk Carrier,Sadr
rmqxdj,19-12-1688,Canada,LNG Tanker,Atria
ourhnp,10-03-1732,India,Bulk Carrier,Mira
acnkzj,16-05-1896,US Minor Outlying Isls,Container Ship,Piautos
chhdhq,28-07-1550,United States (USA),LNG Tanker,Ainalrami
btibem,12-06-1646,Chile,Container Ship,Alnair
mzunwh,26-10-1600,United States (USA),Passenger (Cruise) Ship,Tejat
alftvi,31-03-1810,Haiti,Container Ship,Fomalhaut
ahwwrx,06-08-1636,Iceland,Crude Oil Tanker,Nusakan
mujauy,21-11-2004,Thailand,Container Ship,Vega
rryqtn,20-04-1584,China,Bulk Carrier,Alkaphrah
dcqdin,02-12-1509,United States (USA),Crude Oil Tanker,Salm
dlqkgy,12-05-1783,Estonia,Container Ship,Aldhibah
ucgmel,01-05-1914,United States (USA),Container Ship,Edasich
fbrvyb,26-05-1648,Italy,Container Ship,Sarin
mtlfyt,10-02-1786,Greece,LNG Tanker,Albireo
ditetm,07-04-1906,Sweden,Crude Oil Tanker,Tureis
fyivlh,26-05-1926,Russia,Crude Oil Tanker,Hamal
ardztz,06-11-1786,Norway,Bulk Carrier,Alula Borealis
fgokhl,16-03-1864,Sao Tome & Principe,Bulk Carrier,Botein
basqsa,16-10-1705,Fiji,Crude Oil Tanker,Zaniah
weobgi,16-06-1712,Norway,Passenger (Cruise) Ship,Errai
golcly,06-10-1990,United States (USA),LNG Tanker,Schedar
wdpcax,04-04-1589,Panama,Bulk Carrier,Tianguan
wjvzzc,28-07-1870,Norway,Crude Oil Tanker,Tabit
aucuht,21-04-1773,Mexico,Container Ship,Marfik
nnsbto,23-02-1515,Turkmenistan,LNG Tanker,Muliphein
ifjwqm,02-03-1640,Canada,Container Ship,Alpheratz
iflncb,13-09-1611,Turkey,LNG Tanker,Baten Kaitos
xuyemd,12-09-1939,United Kingdom (UK),Crude Oil Tanker,Unurgunite
mxxnvt,16-07-1928,Spain,Crude Oil Tanker,Alkes
hllyqp,02-01-1842,Portugal,Bulk Carrier,Errai
iqqxmy,27-02-1893,China,Crude Oil Tanker,Rastaban
xuzzfr,19-12-1537,Australia,Crude Oil Tanker,Regulus
ibdolg,11-01-1770,Russia,Bulk Carrier,Meleph
dcqdin,05-08-1762,Sweden,Crude Oil Tanker,Elgafar
wsndxe,18-04-1898,Faeroe Islands,Crude Oil Tanker,Zosma
sdkcot,25-01-1705,Canada,Bulk Carrier,Iklil
eozbuu,05-09-1707,Portugal,Container Ship,Kornephoros
lkcgfu,09-11-1554,United States (USA),LNG Tanker,Alrescha
xxjehj,27-05-2010,Kuwait,Bulk Carrier,Alsciaukat
arbrih,04-07-1580,Faeroe Islands,Bulk Carrier,Sadr
veahxp,25-06-1676,United States (USA),Container Ship,Saiph
bzczeh,19-10-1993,France,Bulk Carrier,Alkes
ivxpju,03-12-1532,Puerto Rico,Bulk Carrier,Maia
tbxoqi,13-01-1857,Faeroe Islands,LNG Tanker,Lich
dyzovp,03-10-1526,Turkmenistan,Bulk Carrier,Biham
vygcsf,02-02-1783,Denmark,Container Ship,Cursa
wtscxy,26-03-1686,Chile,LNG Tanker,Albaldah
bcrhjp,16-01-1776,Spain,Container Ship,Pleione
ztsmgg,12-12-1655,Turkey,Bulk Carrier,Hatysa
vjdufy,03-03-1999,Norway,Container Ship,Tegmine
nvlajc,21-09-1660,United States (USA),Bulk Carrier,Nihal
kgnqun,31-05-1664,United Arab Emirates (UAE),Bulk Carrier,Taygeta
cmvlkx,31-10-1769,Norway,Bulk Carrier,Chalawan
drtjzt,21-09-1602,Brazil,Container Ship,Dalim
mbratn,17-11-1655,Norway,LNG Tanker,Alkes
azvhzb,07-05-1951,Italy,Offshore Support Vessel,Pherkad
uajlzs,17-06-1770,Italy,Crude Oil Tanker,Aspidiske
vqeumc,19-06-1593,Chile,Bulk Carrier,Bharani
wgirsx,21-05-1897,Dominican Rep,Crude Oil Tanker,Aspidiske
znbsve,13-03-1656,United Kingdom (UK),Container Ship,Deneb
iaeenn,12-08-1666,Cuba,Bulk Carrier,Alniyat
iuvtlq,09-10-1622,United States (USA),Container Ship,Ascella
ifrjkh,05-02-1540,Turkey,Bulk Carrier,Paikauhale
hcaefo,24-01-1554,Estonia,Passenger (Cruise) Ship,Alsciaukat
lgfisg,08-05-1554,Canada,Container Ship,Cor Caroli
gvkvgg,07-04-1575,Germany,Bulk Carrier,Fafnir
vdpgvd,13-05-1580,Italy,Bulk Carrier,Avior
leoydz,10-09-1760,Canada,Container Ship,Zubeneschamali
iogygg,20-05-1699,Canada,LNG Tanker,Alfirk
pluudb,04-07-1988,Spain,Bulk Carrier,Ginan
jbwfxe,21-07-1745,Canada,LNG Tanker,Alkaphrah
nicakc,30-07-1732,Solomon Islands,LNG Tanker,Alsafi
okcbyq,18-05-1798,Egypt,Crude Oil Tanker,Electra
wqaeqz,12-12-1947,Spain,Container Ship,Polis
yswznm,20-10-1546,Norway,Container Ship,Theemin
pxrpkq,28-09-1668,Iceland,Bulk Carrier,Asterope
tjyudl,26-10-1882,Canada,Bulk Carrier,Segin
krqtyi,29-05-1968,Brazil,Bulk Carrier,Alkaphrah
xzxshv,30-07-1592,Norway,LNG Tanker,Zaniah
mhlfdl,03-07-1614,Brazil,Container Ship,Algorab
bsuqwl,06-08-1703,United Kingdom (UK),Container Ship,Heze
xbvdif,05-02-1828,Italy,Container Ship,Mekbuda
nzgxhk,11-09-1915,Germany,Crude Oil Tanker,Dschubba
yfgvam,20-07-1888,Greece,Crude Oil Tanker,Larawag
zjdbwz,26-12-1563,China,Crude Oil Tanker,Mothallah
lgirzo,30-11-1826,Egypt,Bulk Carrier,Imai
dpwfus,23-04-1858,Thailand,Bulk Carrier,Taiyi
nmehid,01-11-1845,Spain,Crude Oil Tanker,Taiyi
cdvewc,17-11-2000,Philippines,Bulk Carrier,Musica
qioppz,30-09-1910,Japan,LNG Tanker,Aldhanab
kzhczu,30-08-1566,Argentina,Bulk Carrier,Vindemiatrix
gtrhdh,17-04-1641,United States (USA),Bulk Carrier,Sirius
nqdrzq,27-06-1874,Faeroe Islands,LNG Tanker,Prima Hyadum
xvluen,09-05-1670,Canada,Container Ship,Atik
cysvun,21-04-1540,Papua New Guinea,Crude Oil Tanker,Zosma
gxdfyp,09-07-1537,Fiji,Crude Oil Tanker,La Superba
jefmfu,28-08-1989,Norway,Bulk Carrier,Shaula
lknqgn,29-02-1620,Japan,Container Ship,Menkib
moqrmk,27-03-1914,Iceland,LNG Tanker,Aspidiske
wqgxuv,23-03-1822,Portugal,LNG Tanker,Altair
avnkey,17-05-1581,Japan,Passenger (Cruise) Ship,Brachium
nwyadh,11-06-1904,Norway,Bulk Carrier,Achird
zaqzgr,01-04-1623,Sweden,Crude Oil Tanker,Tarf
fdoolw,06-08-2010,Japan,Container Ship,Secunda Hyadum
fwailg,25-09-1876,Sweden,Crude Oil Tanker,Alchiba
yxqjpe,22-12-1912,Mexico,Bulk Carrier,Pollux
nixihf,11-04-1518,France,Container Ship,Alrescha
sdgznv,07-05-1878,Vietnam,LNG Tanker,Azelfafage
qiwdqg,04-09-1632,Japan,Container Ship,Scheat
plmfor,08-11-1743,United Kingdom (UK),Passenger (Cruise) Ship,Cervantes
mhjesm,06-03-1990,Russia,Container Ship,Hassaleh
cvridg,13-05-1911,Canada,Bulk Carrier,Ruchbah
misprd,21-12-1515,Sweden,Container Ship,Taygeta
tsbdyk,27-03-1884,Malaysia,Crude Oil Tanker,Wurren
hgavqa,12-04-1774,St Vincent & Grenadines,Container Ship,Heze
owbvrw,11-09-1915,Jamaica,Passenger (Cruise) Ship,Alphard
htnmus,21-07-1669,Japan,Container Ship,Heze
nhndzd,17-03-1653,Germany,Bulk Carrier,Denebola
gxkffw,07-03-1656,Japan,Container Ship,Albireo
fjigkb,20-09-1558,Cuba,LNG Tanker,Arkab Posterior
hdijll,12-12-1957,Argentina,Bulk Carrier,Mahasim
fdxfko,22-03-1629,United States (USA),Bulk Carrier,Fafnir
vilkto,29-06-1910,Greece,LNG Tanker,Botein
tjahtc,26-07-1731,Sweden,Bulk Carrier,Nihal
okihgy,13-10-1853,United States (USA),Container Ship,Zubenelhakrabi
sibkcz,13-08-1706,United Kingdom (UK),Bulk Carrier,Mizar
mvokxo,18-04-1694,Canada,Bulk Carrier,Cujam
tkyvpn,11-10-1835,Sweden,Container Ship,Menkar
enhjsu,22-12-1912,Greece,Bulk Carrier,Kaus Borealis
bdunok,25-12-1820,Japan,Bulk Carrier,Aspidiske
zimpds,27-05-1629,Thailand,Crude Oil Tanker,Pleione
dckxzy,22-02-1861,Canada,Crude Oil Tanker,Tabit
hnimpf,22-04-1876,United Kingdom (UK),LNG Tanker,Lesath
cftart,24-01-1516,Croatia,Container Ship,Ascella
roxmlj,02-08-1566,Turkmenistan,Crude Oil Tanker,Alkaid
chhdhq,27-01-1685,Malaysia,LNG Tanker,Asterope
sovmvn,08-06-1768,Croatia,Bulk Carrier,Mimosa
lcpbxs,14-06-1922,Isle of Man,Container Ship,Castula
xrfhvi,15-09-1856,Faeroe Islands,Bulk Carrier,Imai
gxhfqk,06-05-1863,Greece,Bulk Carrier,Jabbah
dgtffq,05-09-1656,Argentina,Container Ship,Porrima
slfads,29-06-1613,Greece,Bulk Carrier,Kurhah
